trade_date,portfolio_value
2025-09-12,3269.2547156800074
2025-09-15,3336.561605680008
2025-09-16,3205.799082180008
2025-09-17,3208.9329321800087
2025-09-18,3265.2929321800084
2025-09-19,3198.9156891900084
2025-09-22,3160.848679190008
2025-09-23,3157.5286791900085
2025-09-24,3210.5186791900082
2025-09-25,3141.7780411900085
2025-09-26,3128.0302411900084
2025-09-29,3136.4317593800083
2025-09-30,2903.8607593800084
2025-10-01,3038.1873093800086
2025-10-02,3095.6325893800085
2025-10-03,3162.5025893800084
2025-10-06,3280.7953189800082
2025-10-07,2955.6495489800086
2025-10-08,3403.200013980009
2025-10-09,3032.1034839800095
2025-10-10,3273.2026894800097
2025-10-13,3084.6974354800095
2025-10-14,3243.8365419800098
2025-10-15,3204.09669323001
2025-10-16,3148.5082112300097
2025-10-17,3160.5086057900103
2025-10-20,3116.0986057900104
2025-10-21,3124.70050579001
2025-10-22,3234.698025790011
2025-10-23,3205.0964257900105
2025-10-24,3252.93406579001
2025-10-27,3224.2899337900108
2025-10-28,3146.9614537900106
2025-10-29,3126.1178977900104
2025-10-30,3128.1014977900104
2025-10-31,3183.1211977900102
2025-11-03,3132.5951977900104
2025-11-04,3101.2288977900103
2025-11-05,3306.7871982900106
2025-11-06,3118.4714982900105
2025-11-07,3251.4231782900106
2025-11-10,3186.13801829001
2025-11-11,3148.1882545300105
2025-11-12,3320.0887165300105
2025-11-13,3279.6074410300107
2025-11-14,3252.8734210300113
2025-11-17,3245.2834670300103
2025-11-18,3273.6778970300106
2025-11-19,3273.1090470300105
2025-11-20,3159.1180410300103
2025-11-21,3300.0320685300103
2025-11-24,3374.5755585300103
2025-11-25,3493.701753730011
2025-11-26,3490.1207037300114
2025-11-28,3449.396348730011
2025-12-01,3458.5677018300116
2025-12-02,3428.3275138300114
2025-12-03,3522.257603830012
2025-12-04,3710.3185842300118
2025-12-05,3669.946634230012
2025-12-08,3823.290088430012
2025-12-09,4003.548248430013
2025-12-10,3940.909431430013
2025-12-11,4048.2699858300125
2025-12-12,4137.4671858300135
2025-12-15,4093.2671858300123
2025-12-16,4046.9685558300134
2025-12-17,4042.420295830013
2025-12-18,4085.2802958300126
2025-12-19,4166.900295830013
2025-12-22,4209.620295830014
2025-12-23,4222.800295830013
2025-12-24,4245.710575030013
2025-12-26,4258.202895030014
2025-12-29,4312.462895030014
2025-12-30,4330.862895030014
2025-12-31,4272.7828950300145
2026-01-02,4251.398107030013
2026-01-05,4278.342947030014
2026-01-06,4342.1829470300145
2026-01-07,4338.772947030015
2026-01-08,4330.799000065014
2026-01-09,4324.381000065014
2026-01-12,4355.561000065014
2026-01-13,4388.901000065014
2026-01-14,4321.964848065014
2026-01-15,4300.995648065014
2026-01-16,4255.395648065015
2026-01-20,4194.163648065014
2026-01-21,4248.874488065014
2026-01-22,4215.834488065015
2026-01-23,4191.674488065013
2026-01-26,4151.103787065014
2026-01-27,4129.305837065015
2026-01-28,4080.7722720650145
2026-01-29,4076.1306920650145
2026-01-30,4044.070692065015
2026-02-02,4176.590692065015
2026-02-03,4248.930692065015
2026-02-04,4129.631918365015
2026-02-05,3983.949168365015
2026-02-06,4061.5261558650154
2026-02-09,4017.2918158650155
2026-02-10,4046.5218158650155
2026-02-11,4089.5118158650153
2026-02-12,3983.7336707150153
2026-02-13,3934.604710715016
2026-02-17,4123.404633915015
2026-02-18,4214.064553915016
2026-02-19,4318.209267515016
2026-02-20,4252.768017515016
2026-02-23,4208.000349640016
2026-02-24,4176.203539640015
2026-02-25,4305.864847640016
2026-02-26,4281.132189140016
2026-02-27,4347.591389140016
2026-03-02,4255.521047140016
2026-03-03,4140.762815140016
2026-03-04,4213.342365140016
2026-03-05,4070.0681548900166
2026-03-06,4057.1499948900178
2026-03-09,4028.947844890017
2026-03-10,4108.205404890018
2026-03-11,4025.278072890018
2026-03-12,3953.6245428900183
2026-03-13,3940.928012890018
2026-03-16,4001.9476128900187
2026-03-17,4004.4276128900183
2026-03-18,3929.1392008900184
2026-03-19,3917.9748008900187
2026-03-20,3893.0444408900184
2026-03-23,3892.4130008900183
2026-03-24,3894.603000890019
2026-03-25,3894.5830008900193
2026-03-26,3895.073000890019
2026-03-27,3896.813000890019
2026-03-30,3898.1230008900193
2026-03-31,3901.1730008900186
2026-04-01,3891.6730008900186
2026-04-02,3902.9130008900192
2026-04-06,3905.5130008900187
2026-04-07,3902.073000890019
2026-04-08,3900.743000890019
2026-04-09,3906.8430008900186
2026-04-10,3907.683000890019
2026-04-13,3909.8730008900184
2026-04-14,3905.943000890019
2026-04-15,3905.103000890019
2026-04-16,3903.3430008900186
2026-04-17,3909.403000890019
